book_id,title,user_id,rating,
1,Harry Potter and the Half-Blood Prince,314,5,
1,Harry Potter and the Half-Blood Prince,439,3,
1,Harry Potter and the Half-Blood Prince,588,5,
1,Harry Potter and the Half-Blood Prince,1169,4,
1,Harry Potter and the Half-Blood Prince,1185,4,
1,Harry Potter and the Half-Blood Prince,2077,4,
1,Harry Potter and the Half-Blood Prince,2487,4,
1,Harry Potter and the Half-Blood Prince,2900,5,
1,Harry Potter and the Half-Blood Prince,3662,4,
1,Harry Potter and the Half-Blood Prince,3922,5,
1,Harry Potter and the Half-Blood Prince,5379,5,
1,Harry Potter and the Half-Blood Prince,5461,3,
1,Harry Potter and the Half-Blood Prince,5885,5,
1,Harry Potter and the Half-Blood Prince,6630,5,
1,Harry Potter and the Half-Blood Prince,7563,3,
1,Harry Potter and the Half-Blood Prince,9246,1,
1,Harry Potter and the Half-Blood Prince,10140,4,
1,Harry Potter and the Half-Blood Prince,10146,5,
1,Harry Potter and the Half-Blood Prince,10246,4,
1,Harry Potter and the Half-Blood Prince,10335,4,
1,Harry Potter and the Half-Blood Prince,10610,5,
1,Harry Potter and the Half-Blood Prince,10944,5,
1,Harry Potter and the Half-Blood Prince,11854,4,
1,Harry Potter and the Half-Blood Prince,11927,4,
1,Harry Potter and the Half-Blood Prince,12471,5,
1,Harry Potter and the Half-Blood Prince,13282,5,
1,Harry Potter and the Half-Blood Prince,13544,5,
1,Harry Potter and the Half-Blood Prince,15494,5,
1,Harry Potter and the Half-Blood Prince,16377,4,
1,Harry Potter and the Half-Blood Prince,16913,5,
1,Harry Potter and the Half-Blood Prince,17434,5,
1,Harry Potter and the Half-Blood Prince,17663,5,
1,Harry Potter and the Half-Blood Prince,17984,5,
1,Harry Potter and the Half-Blood Prince,18031,5,
1,Harry Potter and the Half-Blood Prince,18313,5,
1,Harry Potter and the Half-Blood Prince,18361,4,
1,Harry Potter and the Half-Blood Prince,20076,3,
1,Harry Potter and the Half-Blood Prince,20467,3,
1,Harry Potter and the Half-Blood Prince,20848,5,
1,Harry Potter and the Half-Blood Prince,21228,5,
1,Harry Potter and the Half-Blood Prince,21487,4,
1,Harry Potter and the Half-Blood Prince,21713,5,
1,Harry Potter and the Half-Blood Prince,22602,4,
1,Harry Potter and the Half-Blood Prince,23576,4,
1,Harry Potter and the Half-Blood Prince,23612,4,
1,Harry Potter and the Half-Blood Prince,24326,5,
1,Harry Potter and the Half-Blood Prince,24389,4,
1,Harry Potter and the Half-Blood Prince,24499,5,
1,Harry Potter and the Half-Blood Prince,24834,4,
1,Harry Potter and the Half-Blood Prince,24845,5,
1,Harry Potter and the Half-Blood Prince,25164,4,
1,Harry Potter and the Half-Blood Prince,25182,5,
1,Harry Potter and the Half-Blood Prince,25214,4,
1,Harry Potter and the Half-Blood Prince,26145,4,
1,Harry Potter and the Half-Blood Prince,26629,4,
1,Harry Potter and the Half-Blood Prince,26661,4,
1,Harry Potter and the Half-Blood Prince,28158,4,
1,Harry Potter and the Half-Blood Prince,28767,5,
1,Harry Potter and the Half-Blood Prince,29123,3,
1,Harry Potter and the Half-Blood Prince,29703,5,
1,Harry Potter and the Half-Blood Prince,30681,5,
1,Harry Potter and the Half-Blood Prince,31001,4,
1,Harry Potter and the Half-Blood Prince,32055,4,
1,Harry Potter and the Half-Blood Prince,32305,5,
1,Harry Potter and the Half-Blood Prince,32592,4,
1,Harry Potter and the Half-Blood Prince,32635,5,
1,Harry Potter and the Half-Blood Prince,32748,5,
1,Harry Potter and the Half-Blood Prince,32923,5,
1,Harry Potter and the Half-Blood Prince,33065,4,
1,Harry Potter and the Half-Blood Prince,33697,4,
1,Harry Potter and the Half-Blood Prince,33716,5,
1,Harry Potter and the Half-Blood Prince,33872,5,
1,Harry Potter and the Half-Blood Prince,33890,3,
1,Harry Potter and the Half-Blood Prince,37284,5,
1,Harry Potter and the Half-Blood Prince,37834,5,
1,Harry Potter and the Half-Blood Prince,38080,4,
1,Harry Potter and the Half-Blood Prince,38082,5,
1,Harry Potter and the Half-Blood Prince,38475,4,
1,Harry Potter and the Half-Blood Prince,39423,3,
1,Harry Potter and the Half-Blood Prince,41074,3,
1,Harry Potter and the Half-Blood Prince,42404,5,
1,Harry Potter and the Half-Blood Prince,43985,4,
1,Harry Potter and the Half-Blood Prince,44243,2,
1,Harry Potter and the Half-Blood Prince,44397,5,
1,Harry Potter and the Half-Blood Prince,45269,4,
1,Harry Potter and the Half-Blood Prince,45493,5,
1,Harry Potter and the Half-Blood Prince,46977,4,
1,Harry Potter and the Half-Blood Prince,47476,4,
1,Harry Potter and the Half-Blood Prince,47746,5,
1,Harry Potter and the Half-Blood Prince,47800,5,
1,Harry Potter and the Half-Blood Prince,48482,3,
1,Harry Potter and the Half-Blood Prince,49298,4,
1,Harry Potter and the Half-Blood Prince,50104,5,
1,Harry Potter and the Half-Blood Prince,50342,3,
1,Harry Potter and the Half-Blood Prince,51166,4,
1,Harry Potter and the Half-Blood Prince,51460,3,
1,Harry Potter and the Half-Blood Prince,51480,1,
1,Harry Potter and the Half-Blood Prince,51838,5,
1,Harry Potter and the Half-Blood Prince,52036,2,
1,Harry Potter and the Half-Blood Prince,53245,4,
2,Harry Potter and the Order of the Phoenix,1169,3,
2,Harry Potter and the Order of the Phoenix,3022,4,
2,Harry Potter and the Order of the Phoenix,3922,5,
2,Harry Potter and the Order of the Phoenix,5115,4,
2,Harry Potter and the Order of the Phoenix,5436,5,
2,Harry Potter and the Order of the Phoenix,5461,4,
2,Harry Potter and the Order of the Phoenix,5885,4,
2,Harry Potter and the Order of the Phoenix,6063,1,
2,Harry Potter and the Order of the Phoenix,6342,3,
2,Harry Potter and the Order of the Phoenix,6630,5,
2,Harry Potter and the Order of the Phoenix,8167,2,
2,Harry Potter and the Order of the Phoenix,9731,4,
2,Harry Potter and the Order of the Phoenix,10111,5,
2,Harry Potter and the Order of the Phoenix,10140,3,
2,Harry Potter and the Order of the Phoenix,10288,5,
2,Harry Potter and the Order of the Phoenix,10509,2,
2,Harry Potter and the Order of the Phoenix,10610,5,
2,Harry Potter and the Order of the Phoenix,10751,3,
2,Harry Potter and the Order of the Phoenix,10944,5,
2,Harry Potter and the Order of the Phoenix,11285,4,
2,Harry Potter and the Order of the Phoenix,11408,5,
2,Harry Potter and the Order of the Phoenix,11691,4,
2,Harry Potter and the Order of the Phoenix,11692,3,
2,Harry Potter and the Order of the Phoenix,11868,5,
2,Harry Potter and the Order of the Phoenix,11927,5,
2,Harry Potter and the Order of the Phoenix,11945,5,
2,Harry Potter and the Order of the Phoenix,12874,4,
2,Harry Potter and the Order of the Phoenix,12946,5,
2,Harry Potter and the Order of the Phoenix,13282,5,
2,Harry Potter and the Order of the Phoenix,13794,1,
2,Harry Potter and the Order of the Phoenix,14372,3,
2,Harry Potter and the Order of the Phoenix,14546,5,
2,Harry Potter and the Order of the Phoenix,14603,4,
2,Harry Potter and the Order of the Phoenix,15604,4,
2,Harry Potter and the Order of the Phoenix,16913,2,
2,Harry Potter and the Order of the Phoenix,17434,5,
2,Harry Potter and the Order of the Phoenix,17566,4,
2,Harry Potter and the Order of the Phoenix,17643,1,
2,Harry Potter and the Order of the Phoenix,17663,5,
2,Harry Potter and the Order of the Phoenix,17984,5,
2,Harry Potter and the Order of the Phoenix,18313,5,
2,Harry Potter and the Order of the Phoenix,18361,4,
2,Harry Potter and the Order of the Phoenix,19526,4,
2,Harry Potter and the Order of the Phoenix,19724,5,
2,Harry Potter and the Order of the Phoenix,19729,4,
2,Harry Potter and the Order of the Phoenix,19942,5,
2,Harry Potter and the Order of the Phoenix,21217,4,
2,Harry Potter and the Order of the Phoenix,21228,4,
2,Harry Potter and the Order of the Phoenix,21487,5,
2,Harry Potter and the Order of the Phoenix,21676,5,
2,Harry Potter and the Order of the Phoenix,21733,5,
2,Harry Potter and the Order of the Phoenix,22602,4,
2,Harry Potter and the Order of the Phoenix,23576,5,
2,Harry Potter and the Order of the Phoenix,23612,5,
2,Harry Potter and the Order of the Phoenix,24499,5,
2,Harry Potter and the Order of the Phoenix,24834,4,
2,Harry Potter and the Order of the Phoenix,25164,4,
2,Harry Potter and the Order of the Phoenix,25182,5,
2,Harry Potter and the Order of the Phoenix,26145,4,
2,Harry Potter and the Order of the Phoenix,26629,4,
2,Harry Potter and the Order of the Phoenix,27499,5,
2,Harry Potter and the Order of the Phoenix,28767,4,
2,Harry Potter and the Order of the Phoenix,30313,5,
2,Harry Potter and the Order of the Phoenix,30681,4,
2,Harry Potter and the Order of the Phoenix,30944,5,
2,Harry Potter and the Order of the Phoenix,32055,4,
2,Harry Potter and the Order of the Phoenix,32305,5,
2,Harry Potter and the Order of the Phoenix,32592,4,
2,Harry Potter and the Order of the Phoenix,32635,4,
2,Harry Potter and the Order of the Phoenix,32748,5,
2,Harry Potter and the Order of the Phoenix,32918,5,
2,Harry Potter and the Order of the Phoenix,33065,5,
2,Harry Potter and the Order of the Phoenix,33697,4,
2,Harry Potter and the Order of the Phoenix,33716,5,
2,Harry Potter and the Order of the Phoenix,33872,5,
2,Harry Potter and the Order of the Phoenix,36099,5,
2,Harry Potter and the Order of the Phoenix,37834,4,
2,Harry Potter and the Order of the Phoenix,38082,5,
2,Harry Potter and the Order of the Phoenix,42404,5,
2,Harry Potter and the Order of the Phoenix,42508,4,
2,Harry Potter and the Order of the Phoenix,42810,4,
2,Harry Potter and the Order of the Phoenix,45269,4,
2,Harry Potter and the Order of the Phoenix,45493,5,
2,Harry Potter and the Order of the Phoenix,46421,5,
2,Harry Potter and the Order of the Phoenix,46977,3,
2,Harry Potter and the Order of the Phoenix,47476,3,
2,Harry Potter and the Order of the Phoenix,47478,2,
2,Harry Potter and the Order of the Phoenix,47800,5,
2,Harry Potter and the Order of the Phoenix,48482,5,
2,Harry Potter and the Order of the Phoenix,48559,5,
2,Harry Potter and the Order of the Phoenix,48687,1,
2,Harry Potter and the Order of the Phoenix,49298,5,
2,Harry Potter and the Order of the Phoenix,50096,5,
2,Harry Potter and the Order of the Phoenix,50104,5,
2,Harry Potter and the Order of the Phoenix,50133,5,
2,Harry Potter and the Order of the Phoenix,51166,5,
2,Harry Potter and the Order of the Phoenix,51460,4,
2,Harry Potter and the Order of the Phoenix,51838,4,
2,Harry Potter and the Order of the Phoenix,52036,3,
2,Harry Potter and the Order of the Phoenix,53292,5,
3,Harry Potter and the Philosopher's Stone,314,3,
3,Harry Potter and the Philosopher's Stone,588,1,
3,Harry Potter and the Philosopher's Stone,2077,2,
3,Harry Potter and the Philosopher's Stone,2487,3,
3,Harry Potter and the Philosopher's Stone,2900,3,
3,Harry Potter and the Philosopher's Stone,3662,4,
3,Harry Potter and the Philosopher's Stone,4536,1,
3,Harry Potter and the Philosopher's Stone,5115,4,
3,Harry Potter and the Philosopher's Stone,5272,5,
3,Harry Potter and the Philosopher's Stone,5461,2,
3,Harry Potter and the Philosopher's Stone,5885,4,
3,Harry Potter and the Philosopher's Stone,6063,5,
3,Harry Potter and the Philosopher's Stone,6630,5,
3,Harry Potter and the Philosopher's Stone,6634,3,
3,Harry Potter and the Philosopher's Stone,7001,4,
3,Harry Potter and the Philosopher's Stone,9246,1,
3,Harry Potter and the Philosopher's Stone,9731,2,
3,Harry Potter and the Philosopher's Stone,9771,3,
3,Harry Potter and the Philosopher's Stone,10140,3,
3,Harry Potter and the Philosopher's Stone,10246,1,
3,Harry Potter and the Philosopher's Stone,10249,5,
3,Harry Potter and the Philosopher's Stone,10509,1,
3,Harry Potter and the Philosopher's Stone,10610,1,
3,Harry Potter and the Philosopher's Stone,10751,1,
3,Harry Potter and the Philosopher's Stone,10944,1,
3,Harry Potter and the Philosopher's Stone,11285,2,
3,Harry Potter and the Philosopher's Stone,11408,3,
3,Harry Potter and the Philosopher's Stone,11599,4,
3,Harry Potter and the Philosopher's Stone,11854,1,
3,Harry Potter and the Philosopher's Stone,11927,4,
3,Harry Potter and the Philosopher's Stone,12471,2,
3,Harry Potter and the Philosopher's Stone,12946,4,
3,Harry Potter and the Philosopher's Stone,13274,5,
3,Harry Potter and the Philosopher's Stone,13282,5,
3,Harry Potter and the Philosopher's Stone,13794,1,
3,Harry Potter and the Philosopher's Stone,14546,5,
3,Harry Potter and the Philosopher's Stone,15604,1,
3,Harry Potter and the Philosopher's Stone,16377,1,
3,Harry Potter and the Philosopher's Stone,16569,1,
3,Harry Potter and the Philosopher's Stone,16913,4,
3,Harry Potter and the Philosopher's Stone,17434,4,
3,Harry Potter and the Philosopher's Stone,17663,4,
3,Harry Potter and the Philosopher's Stone,18031,3,
3,Harry Potter and the Philosopher's Stone,18313,5,
3,Harry Potter and the Philosopher's Stone,19724,4,
3,Harry Potter and the Philosopher's Stone,19942,4,
3,Harry Potter and the Philosopher's Stone,19984,2,
3,Harry Potter and the Philosopher's Stone,20076,3,
3,Harry Potter and the Philosopher's Stone,20782,4,
3,Harry Potter and the Philosopher's Stone,20848,4,
3,Harry Potter and the Philosopher's Stone,21228,3,
3,Harry Potter and the Philosopher's Stone,21487,3,
3,Harry Potter and the Philosopher's Stone,21733,1,
3,Harry Potter and the Philosopher's Stone,22602,3,
3,Harry Potter and the Philosopher's Stone,23576,1,
3,Harry Potter and the Philosopher's Stone,23612,3,
3,Harry Potter and the Philosopher's Stone,24326,3,
3,Harry Potter and the Philosopher's Stone,24389,3,
3,Harry Potter and the Philosopher's Stone,25182,3,
3,Harry Potter and the Philosopher's Stone,25214,1,
3,Harry Potter and the Philosopher's Stone,26398,2,
3,Harry Potter and the Philosopher's Stone,26629,4,
3,Harry Potter and the Philosopher's Stone,28767,3,
3,Harry Potter and the Philosopher's Stone,29703,1,
3,Harry Potter and the Philosopher's Stone,30681,4,
3,Harry Potter and the Philosopher's Stone,32305,1,
3,Harry Potter and the Philosopher's Stone,32592,5,
3,Harry Potter and the Philosopher's Stone,32635,4,
3,Harry Potter and the Philosopher's Stone,32918,5,
3,Harry Potter and the Philosopher's Stone,33065,1,
3,Harry Potter and the Philosopher's Stone,33716,3,
3,Harry Potter and the Philosopher's Stone,36099,4,
3,Harry Potter and the Philosopher's Stone,36240,2,
3,Harry Potter and the Philosopher's Stone,37284,1,
3,Harry Potter and the Philosopher's Stone,37834,4,
3,Harry Potter and the Philosopher's Stone,37855,3,
3,Harry Potter and the Philosopher's Stone,38080,5,
3,Harry Potter and the Philosopher's Stone,38082,3,
3,Harry Potter and the Philosopher's Stone,38475,3,
3,Harry Potter and the Philosopher's Stone,42404,5,
3,Harry Potter and the Philosopher's Stone,43602,4,
3,Harry Potter and the Philosopher's Stone,43985,2,
3,Harry Potter and the Philosopher's Stone,46977,2,
3,Harry Potter and the Philosopher's Stone,47746,5,
3,Harry Potter and the Philosopher's Stone,48482,3,
